EmployeeID,Experience,Education,City,Department,Salary
87063,6.5,PhD,Hyderabad,DevOps,100504.0
17324,5.1,Bachelor,Bangalore,Cloud,65373.0
72039,,Bachelor,Hyderabad,Software,38739.0
67611,12.8,PhD,Hyderabad,Cloud,145360.0
22801,1.0,Master,Pune,Software,38176.0
67713,12.6,Bachelor,Pune,AI Research,141095.0
41867,5.5,PhD,Hyderabad,Software,101380.0
26755,1.3,Bachelor,Delhi,AI Research,
21815,6.7,Master,Bangalore,Data Science,107693.0
77207,11.6,Bachelor,Delhi,Cloud,124662.0
36543,9.6,Master,Pune,Cloud,112317.0
86219,3.1,Bachelor,Bangalore,Software,62340.0
58307,5.1,Master,Jaipur,DevOps,69109.0
81399,1.5,Master,Jaipur,Data Science,57444.0
60800,13.7,Master,Pune,Cloud,139562.0
97167,,Master,Bangalore,Data Science,144445.0
99303,9.1,PhD,Delhi,Software,130335.0
45594,5.9,PhD,Bangalore,Cloud,111999.0
43543,14.0,PhD,Pune,Cloud,162431.0
84596,1.6,Master,Bangalore,AI Research,72660.0
58960,8.8,PhD,Jaipur,DevOps,120681.0
91334,11.0,PhD,Jaipur,AI Research,159710.0
22647,6.3,Bachelor,Hyderabad,Software,75720.0
38187,3.8,Master,Bangalore,AI Research,93511.0
32661,10.8,Master,Delhi,Cloud,116381.0
31665,13.3,Bachelor,Bangalore,Software,131843.0
87338,1.6,Bachelor,Pune,AI Research,63239.0
40462,13.0,Master,Jaipur,DevOps,132629.0
55822,1.2,PhD,Bangalore,AI Research,98972.0
94812,14.3,Master,Bangalore,AI Research,
95613,1.7,Master,Jaipur,AI Research,65853.0
56048,1.7,Bachelor,Hyderabad,Data Science,47759.0
48505,13.2,Bachelor,Bangalore,Software,134222.0
33353,14.1,PhD,Pune,DevOps,155698.0
64927,9.6,PhD,Bangalore,Cloud,133506.0
31719,3.1,PhD,Hyderabad,Software,84360.0
20393,1.4,PhD,Jaipur,Data Science,75719.0
48568,1.4,Master,Delhi,Data Science,75830.0
83265,4.1,Master,Bangalore,Cloud,75183.0
41573,6.8,PhD,Delhi,DevOps,105373.0
85785,7.8,PhD,Jaipur,Cloud,100855.0
80554,12.5,Master,Pune,Data Science,134981.0
12891,9.0,Master,Pune,AI Research,128920.0
50100,6.2,Master,Delhi,AI Research,106361.0
73282,8.7,Master,Delhi,Software,
57512,10.5,PhD,Delhi,AI Research,168395.0
92393,5.8,Bachelor,Bangalore,DevOps,79228.0
52587,14.3,Bachelor,Delhi,Cloud,133725.0
17170,9.1,Bachelor,Hyderabad,AI Research,115156.0
93359,13.6,Master,Jaipur,Cloud,135761.0
64232,13.5,Bachelor,Delhi,Data Science,146407.0
20083,4.9,PhD,Delhi,Data Science,99828.0
80471,,Bachelor,Bangalore,Data Science,121041.0
82042,1.8,PhD,Bangalore,Cloud,73890.0
19389,14.9,PhD,Pune,AI Research,177988.0
23647,7.7,Master,Pune,Software,103506.0
99154,4.7,Bachelor,Hyderabad,Cloud,50951.0
34850,7.8,Bachelor,Jaipur,AI Research,106239.0
81344,4.3,Master,Hyderabad,Data Science,88108.0
42295,11.8,Bachelor,Jaipur,DevOps,112152.0
57048,6.5,Bachelor,Delhi,Cloud,75830.0
20503,11.4,Master,Hyderabad,Cloud,128682.0
77390,9.0,PhD,Pune,DevOps,121456.0
23787,10.6,Bachelor,Hyderabad,AI Research,122641.0
21604,3.3,Bachelor,Pune,Software,42869.0
86642,13.3,Master,Jaipur,DevOps,135913.0
93312,2.0,PhD,Jaipur,DevOps,77880.0
80673,5.2,Bachelor,Hyderabad,Software,61836.0
29353,6.8,Bachelor,Delhi,DevOps,90084.0
92669,15.0,Master,Jaipur,Cloud,154681.0
90774,1.5,PhD,Jaipur,Cloud,69857.0
42506,1.8,Master,Pune,Data Science,57034.0
91850,10.5,Bachelor,Bangalore,Software,100815.0
52045,3.1,Master,Pune,Data Science,71458.0
99452,2.3,Master,Jaipur,AI Research,68363.0
95290,,Bachelor,Jaipur,DevOps,108402.0
38465,6.0,Bachelor,Delhi,DevOps,82104.0
96266,1.9,PhD,Delhi,Software,85055.0
26431,3.1,Master,Jaipur,AI Research,78770.0
38859,5.6,PhD,Delhi,Cloud,108467.0
73344,7.4,Master,Hyderabad,Data Science,109047.0
15285,9.7,Master,Bangalore,Cloud,113434.0
64876,5.1,Bachelor,Jaipur,AI Research,75341.0
96160,6.0,Bachelor,Jaipur,AI Research,86296.0
92128,3.9,PhD,Hyderabad,DevOps,78720.0
93841,14.3,Bachelor,Delhi,DevOps,131945.0
29491,7.5,Master,Jaipur,DevOps,97423.0
72210,13.8,Bachelor,Delhi,AI Research,149787.0
83274,9.2,PhD,Pune,AI Research,138536.0
62852,6.3,Bachelor,Pune,AI Research,85284.0
27649,9.7,Master,Bangalore,Software,124281.0
56892,12.5,Bachelor,Jaipur,Data Science,
60605,2.1,PhD,Jaipur,Data Science,73678.0
90052,10.0,PhD,Hyderabad,DevOps,122614.0
56057,1.4,Bachelor,Jaipur,Data Science,42157.0
64030,13.8,Master,Delhi,Cloud,155776.0
98711,13.3,Master,Delhi,DevOps,138548.0
47841,9.8,Bachelor,Bangalore,AI Research,114803.0
24523,11.9,PhD,Bangalore,DevOps,139352.0
30548,7.9,Master,Hyderabad,Cloud,102222.0
25090,4.8,Master,Pune,Software,82540.0
31676,6.4,PhD,Hyderabad,Software,93935.0
88740,2.3,Master,Jaipur,Data Science,62984.0
87058,1.2,PhD,Pune,Software,66675.0
93257,0.6,Bachelor,Hyderabad,DevOps,20854.0
31007,0.7,PhD,Pune,DevOps,51389.0
67378,2.3,PhD,Bangalore,Cloud,76345.0
64035,12.1,PhD,Bangalore,DevOps,146036.0
41177,10.5,Bachelor,Jaipur,DevOps,93272.0
85078,12.9,PhD,Bangalore,Data Science,168302.0
82537,1.3,PhD,Pune,Data Science,75740.0
41964,6.3,Bachelor,Jaipur,Software,62059.0
83330,5.8,PhD,Hyderabad,Data Science,108473.0
25082,2.5,PhD,Bangalore,AI Research,93375.0
69725,2.5,PhD,Jaipur,Cloud,67679.0
92859,12.0,PhD,Bangalore,AI Research,168369.0
77639,10.5,PhD,Jaipur,Data Science,141820.0
34025,8.5,Bachelor,Pune,Software,86756.0
78431,8.9,Bachelor,Pune,DevOps,89865.0
57452,14.7,Bachelor,Jaipur,AI Research,144204.0
48672,13.6,Bachelor,Jaipur,Cloud,121389.0
38377,,Master,Pune,Software,127581.0
97515,5.2,Master,Delhi,DevOps,90434.0
13140,12.5,Bachelor,Bangalore,DevOps,117268.0
12967,0.9,PhD,Bangalore,AI Research,100558.0
17844,2.9,Master,Jaipur,DevOps,53441.0
82817,5.3,PhD,Pune,AI Research,115792.0
55965,12.2,Bachelor,Hyderabad,DevOps,114002.0
57564,11.2,PhD,Delhi,DevOps,133675.0
47820,5.4,Bachelor,Jaipur,Cloud,60969.0
81973,13.2,PhD,Jaipur,Software,145570.0
63671,14.9,Master,Hyderabad,AI Research,166603.0
38800,2.3,Bachelor,Bangalore,AI Research,79807.0
64968,8.2,Master,Hyderabad,Software,99643.0
42287,9.8,Master,Bangalore,Cloud,123695.0
77945,7.3,Bachelor,Pune,AI Research,103329.0
72345,9.0,Master,Delhi,AI Research,133703.0
44974,10.8,Master,Jaipur,Data Science,131844.0
19125,3.2,Master,Bangalore,Data Science,92304.0
52611,12.1,Master,Jaipur,Data Science,143036.0
32975,3.8,Master,Jaipur,Data Science,84359.0
19694,1.6,Bachelor,Hyderabad,Cloud,28952.0
99740,13.7,Master,Jaipur,Software,134651.0
70112,4.6,Master,Jaipur,AI Research,101478.0
73122,7.7,Bachelor,Jaipur,Cloud,77552.0
75359,6.2,PhD,Hyderabad,Data Science,102343.0
91799,6.2,Master,Pune,Data Science,83925.0
36737,6.1,Bachelor,Hyderabad,Cloud,74573.0
47816,11.6,Master,Bangalore,Cloud,122920.0
18993,7.3,PhD,Delhi,Data Science,133652.0
87603,6.0,PhD,Jaipur,Data Science,109371.0
13300,7.8,PhD,Hyderabad,AI Research,132167.0
76455,1.8,PhD,Hyderabad,DevOps,57928.0
99596,7.2,PhD,Jaipur,Software,108618.0
51712,12.1,Master,Delhi,Cloud,125079.0
42061,14.7,PhD,Delhi,AI Research,189452.0
52554,13.3,Bachelor,Jaipur,AI Research,145404.0
16732,11.8,Master,Delhi,Cloud,141846.0
94775,14.7,Bachelor,Hyderabad,Software,128967.0
22501,11.3,Master,Delhi,DevOps,131885.0
83426,14.1,PhD,Jaipur,Data Science,161067.0
38087,14.4,Master,Hyderabad,DevOps,146894.0
55306,2.1,Master,Hyderabad,AI Research,78435.0
72897,5.7,PhD,Pune,DevOps,85066.0
14509,2.3,PhD,Hyderabad,DevOps,67592.0
83692,7.7,PhD,Hyderabad,Cloud,104139.0
72698,14.8,Master,Hyderabad,Data Science,144924.0
34318,3.9,Bachelor,Delhi,Cloud,62477.0
10855,7.5,PhD,Hyderabad,AI Research,127185.0
78315,8.8,Bachelor,Jaipur,Data Science,90971.0
98843,1.2,Bachelor,Hyderabad,Cloud,30365.0
80256,7.7,PhD,Jaipur,Data Science,117821.0
63220,8.5,PhD,Pune,DevOps,107282.0
51269,11.5,PhD,Delhi,AI Research,172881.0
81638,0.9,Bachelor,Pune,Software,27091.0
58312,6.0,Master,Hyderabad,Software,76493.0
72557,3.5,Bachelor,Hyderabad,Data Science,57976.0
54629,1.5,Master,Delhi,DevOps,53490.0
51958,11.8,Master,Bangalore,Cloud,125141.0
28214,2.3,Master,Delhi,Software,73286.0
95933,7.0,PhD,Hyderabad,Data Science,119352.0
95389,1.9,Master,Pune,DevOps,53119.0
57188,3.5,PhD,Bangalore,AI Research,99680.0
11645,2.2,PhD,Hyderabad,Software,61475.0
95218,1.9,PhD,Jaipur,Cloud,64824.0
10897,3.3,Master,Delhi,Software,77079.0
90176,13.3,PhD,Hyderabad,Data Science,165122.0
30889,5.3,Master,Bangalore,AI Research,99153.0
93223,4.2,Master,Delhi,DevOps,85212.0
58413,1.3,Bachelor,Delhi,Data Science,63616.0
71534,14.3,PhD,Delhi,Software,164859.0
51860,3.3,PhD,Bangalore,DevOps,80175.0
85052,3.1,PhD,Bangalore,DevOps,85115.0
11491,8.6,Master,Delhi,DevOps,109961.0
24399,7.6,PhD,Pune,Data Science,
71787,11.1,PhD,Delhi,AI Research,155083.0
25166,10.2,Master,Hyderabad,Data Science,118021.0
56086,7.9,PhD,Pune,Data Science,113003.0
42200,10.0,PhD,Jaipur,AI Research,151247.0
44555,7.3,PhD,Jaipur,DevOps,107773.0
72481,,PhD,Hyderabad,Cloud,147334.0
68011,3.0,PhD,Delhi,AI Research,108456.0
34715,,Bachelor,Jaipur,Software,40424.0
40788,13.7,Master,Pune,DevOps,131303.0
89849,2.6,PhD,Hyderabad,Data Science,81672.0
47402,11.6,Bachelor,Hyderabad,Data Science,116534.0
39666,12.3,Bachelor,Hyderabad,Cloud,113539.0
70476,7.8,Master,Hyderabad,DevOps,85671.0
97763,7.2,PhD,Delhi,Data Science,132629.0
11703,7.0,PhD,Bangalore,Software,116234.0
98326,9.7,Bachelor,Jaipur,Cloud,86834.0
64571,10.4,Master,Hyderabad,DevOps,121070.0
80663,9.1,PhD,Jaipur,Cloud,123269.0
91062,11.3,Master,Pune,DevOps,124859.0
75836,11.6,Master,Bangalore,Data Science,143531.0
80591,6.2,Master,Hyderabad,Data Science,86256.0
38176,5.3,Master,Jaipur,AI Research,89031.0
82568,3.1,Bachelor,Jaipur,Cloud,43777.0
86207,12.6,Master,Pune,DevOps,135497.0
18926,11.9,Bachelor,Bangalore,Software,118023.0
99710,12.5,Master,Bangalore,AI Research,163979.0
20458,5.7,Master,Bangalore,AI Research,113176.0
28048,5.6,Master,Jaipur,Cloud,80413.0
32736,13.5,Master,Jaipur,DevOps,143661.0
90509,14.1,PhD,Pune,AI Research,171821.0
75127,8.3,PhD,Bangalore,DevOps,121446.0
96350,7.9,PhD,Pune,AI Research,140024.0
29610,4.3,PhD,Hyderabad,Cloud,86682.0
48634,13.2,Master,Pune,DevOps,141554.0
23071,4.5,Bachelor,Delhi,Cloud,70814.0
32716,3.4,Master,Hyderabad,Cloud,71362.0
57449,4.9,Master,Hyderabad,AI Research,96191.0
29026,2.8,Master,Jaipur,DevOps,52157.0
43847,12.0,Bachelor,Delhi,Cloud,109014.0
88509,13.1,PhD,Hyderabad,Data Science,160143.0
10895,11.5,PhD,Hyderabad,AI Research,155873.0
22395,5.9,Master,Delhi,Software,87058.0
62241,0.8,Bachelor,Bangalore,DevOps,44987.0
99064,1.9,Bachelor,Jaipur,DevOps,46833.0
58431,4.1,Master,Bangalore,Data Science,88648.0
81549,5.4,Master,Hyderabad,Software,71983.0
74589,8.8,Master,Hyderabad,Software,101691.0
12285,10.6,Master,Jaipur,Cloud,109443.0
82569,3.3,Bachelor,Bangalore,Cloud,66145.0
93157,13.4,PhD,Hyderabad,AI Research,168589.0
28848,10.9,PhD,Hyderabad,Data Science,147846.0
70198,12.9,PhD,Bangalore,Software,145483.0
19698,3.9,Master,Bangalore,DevOps,68441.0
17394,5.0,Master,Bangalore,AI Research,98985.0
12902,12.7,Master,Hyderabad,AI Research,140166.0
75043,4.6,Bachelor,Jaipur,Software,58340.0
22217,2.1,Master,Bangalore,AI Research,92685.0
60437,,Master,Jaipur,DevOps,63882.0
93867,4.8,PhD,Hyderabad,Data Science,101718.0
66334,6.7,Bachelor,Delhi,DevOps,77782.0
47530,4.8,Bachelor,Hyderabad,AI Research,82701.0
73533,,Bachelor,Bangalore,AI Research,86663.0
53093,4.8,Master,Bangalore,Software,85967.0
75427,13.4,Master,Delhi,AI Research,167280.0
94538,4.5,PhD,Jaipur,DevOps,94041.0
96056,6.0,PhD,Jaipur,AI Research,114169.0
85339,1.9,Bachelor,Bangalore,Cloud,
65153,3.3,PhD,Bangalore,Software,91452.0
40673,8.5,Master,Delhi,Software,115949.0
77389,12.6,Bachelor,Pune,Data Science,124871.0
14305,4.3,PhD,Delhi,Software,88089.0
72473,11.1,Bachelor,Delhi,Cloud,106100.0
22866,5.1,Bachelor,Bangalore,Data Science,89928.0
16258,8.6,PhD,Pune,Software,123134.0
89906,10.7,PhD,Pune,Data Science,134443.0
58365,7.4,PhD,Hyderabad,AI Research,119342.0
36920,11.8,Master,Jaipur,Cloud,120933.0
47149,3.0,Master,Jaipur,AI Research,82230.0
71917,14.2,Master,Delhi,DevOps,156848.0
85271,13.5,Master,Hyderabad,Data Science,143020.0
83590,4.7,PhD,Delhi,DevOps,94681.0
29914,8.1,Master,Hyderabad,Software,97290.0
48556,2.0,PhD,Delhi,DevOps,85325.0
53586,14.0,Master,Pune,DevOps,134090.0
48761,9.1,Master,Hyderabad,DevOps,110296.0
54940,10.8,Bachelor,Bangalore,Cloud,113236.0
17798,4.0,PhD,Bangalore,DevOps,90928.0
90459,5.1,PhD,Hyderabad,AI Research,116074.0
69671,2.5,Master,Pune,DevOps,54942.0
72850,11.2,Master,Bangalore,Cloud,120843.0
53999,4.5,Master,Pune,Cloud,64792.0
89823,,Master,Hyderabad,Cloud,139732.0
39100,7.1,Bachelor,Bangalore,Software,93649.0
26333,,PhD,Bangalore,Cloud,147229.0
37130,8.4,Master,Jaipur,Cloud,95871.0
15769,13.8,Bachelor,Hyderabad,DevOps,116723.0
32668,10.0,PhD,Bangalore,Software,135941.0
96706,11.7,Master,Hyderabad,Cloud,126389.0
18800,10.5,Master,Bangalore,Software,129334.0
94863,3.9,Master,Delhi,Cloud,71011.0
59692,14.8,Master,Jaipur,Software,150626.0
82324,0.6,Master,Jaipur,DevOps,34985.0
45037,6.9,Master,Jaipur,DevOps,94786.0
89536,12.8,Master,Delhi,Cloud,148718.0
75183,4.2,Bachelor,Pune,Software,44663.0
12331,7.3,Master,Jaipur,Data Science,111000.0
34566,3.2,Bachelor,Jaipur,AI Research,62009.0
54881,4.4,PhD,Pune,AI Research,111119.0
59115,0.5,PhD,Pune,Software,60299.0
90959,8.6,Master,Delhi,Data Science,127918.0
52491,14.9,PhD,Delhi,Data Science,
57288,8.6,PhD,Jaipur,Software,110655.0
92226,11.9,PhD,Delhi,DevOps,145754.0
54633,7.7,PhD,Delhi,Data Science,124250.0
82850,11.2,Master,Hyderabad,AI Research,143986.0
85110,2.5,Master,Jaipur,Data Science,64597.0
86133,1.5,Master,Bangalore,Software,55785.0
27382,8.2,Bachelor,Delhi,Cloud,89239.0
98160,8.6,Master,Hyderabad,DevOps,101214.0
88724,6.1,PhD,Jaipur,AI Research,112187.0
27826,10.9,PhD,Bangalore,AI Research,169670.0
75117,1.6,Bachelor,Delhi,DevOps,45848.0
70473,,Master,Bangalore,Cloud,116280.0
80228,10.6,Master,Jaipur,AI Research,126990.0
52891,12.3,Master,Delhi,DevOps,
97003,14.7,Bachelor,Jaipur,AI Research,143882.0
27509,8.3,Master,Pune,Data Science,111161.0
99328,6.1,Master,Delhi,Cloud,83409.0
67686,14.4,Bachelor,Delhi,Data Science,136146.0
76933,1.3,PhD,Bangalore,DevOps,77977.0
55522,11.7,PhD,Hyderabad,AI Research,157219.0
91993,8.5,Master,Pune,AI Research,115942.0
46354,3.6,PhD,Delhi,AI Research,119234.0
87588,8.9,Master,Hyderabad,Data Science,121314.0
13742,11.7,Bachelor,Jaipur,AI Research,119842.0
11558,4.2,Master,Bangalore,Software,70295.0
33869,11.6,Bachelor,Bangalore,DevOps,117531.0
79170,8.8,Master,Delhi,Cloud,107606.0
24088,12.1,Master,Pune,DevOps,
59114,12.5,Bachelor,Hyderabad,Software,103472.0
46387,2.8,Master,Jaipur,Cloud,55519.0
69008,3.7,Bachelor,Jaipur,Data Science,61640.0
19119,11.8,Master,Delhi,Software,127220.0
72045,7.9,Bachelor,Pune,AI Research,107335.0
61255,,PhD,Pune,Software,120005.0
60483,4.7,Bachelor,Hyderabad,DevOps,53447.0
16292,1.0,Master,Bangalore,Data Science,64655.0
77606,5.1,Bachelor,Jaipur,Software,69195.0
85938,4.5,PhD,Pune,Cloud,83011.0
33443,9.8,Bachelor,Delhi,AI Research,114194.0
43286,14.9,Bachelor,Pune,Software,131825.0
99680,10.5,Master,Jaipur,Data Science,116498.0
27832,9.8,Master,Jaipur,Cloud,102388.0
25448,14.0,PhD,Pune,AI Research,180973.0
68655,7.4,Bachelor,Hyderabad,Cloud,72963.0
30535,11.8,Bachelor,Jaipur,Software,108992.0
33668,0.5,Master,Delhi,DevOps,
10323,3.3,PhD,Bangalore,AI Research,106662.0
18485,,Bachelor,Pune,AI Research,43522.0
23155,11.6,Master,Jaipur,AI Research,144629.0
51199,5.8,PhD,Bangalore,AI Research,123487.0
88946,9.0,Bachelor,Pune,Software,84682.0
24499,6.6,Master,Hyderabad,Data Science,89047.0
20903,4.3,Master,Pune,AI Research,81554.0
17469,11.3,Bachelor,Hyderabad,Cloud,102899.0
21802,7.7,Bachelor,Delhi,DevOps,93670.0
86200,7.9,Bachelor,Delhi,Data Science,98985.0
95078,10.2,Bachelor,Pune,Data Science,99664.0
46376,4.0,Bachelor,Pune,Cloud,44315.0
22906,9.7,PhD,Pune,Software,119229.0
70299,8.1,Bachelor,Jaipur,AI Research,94134.0
97873,13.2,Master,Bangalore,DevOps,140742.0
51990,11.0,Master,Delhi,Cloud,130287.0
15163,5.4,Master,Pune,Data Science,91345.0
98810,9.9,Master,Pune,AI Research,119352.0
52309,6.2,PhD,Delhi,DevOps,107464.0
76161,8.8,PhD,Pune,DevOps,120733.0
70708,0.6,Bachelor,Pune,Data Science,32610.0
35886,0.9,Bachelor,Delhi,AI Research,68000.0
51005,14.3,Master,Hyderabad,Software,142247.0
77344,1.3,PhD,Bangalore,Data Science,79377.0
70282,9.0,PhD,Jaipur,Software,119017.0
99930,13.5,Bachelor,Bangalore,AI Research,142323.0
62098,1.2,PhD,Jaipur,Cloud,71874.0
49107,8.7,Master,Hyderabad,DevOps,91980.0
21724,13.7,Master,Hyderabad,Software,130509.0
37677,1.8,Master,Jaipur,DevOps,50306.0
27471,13.7,PhD,Jaipur,Data Science,
42463,14.1,Bachelor,Bangalore,DevOps,127809.0
30807,4.0,Bachelor,Hyderabad,AI Research,81724.0
17617,10.5,Master,Bangalore,Software,118786.0
57459,3.3,Master,Delhi,DevOps,77693.0
60421,3.6,PhD,Jaipur,Software,83134.0
92142,4.4,PhD,Hyderabad,AI Research,103556.0
56300,5.7,Master,Delhi,Cloud,89936.0
94375,14.7,PhD,Delhi,Cloud,158760.0
40851,11.6,PhD,Pune,Data Science,137284.0
39335,11.3,Bachelor,Jaipur,Cloud,106504.0
82287,14.8,PhD,Hyderabad,Cloud,158308.0
30588,11.2,Master,Hyderabad,Cloud,115966.0
44819,4.3,PhD,Jaipur,AI Research,97702.0
97401,1.7,Bachelor,Hyderabad,Cloud,26946.0
66341,1.4,Bachelor,Delhi,Cloud,51619.0
71327,2.8,Master,Pune,AI Research,80342.0
42738,8.2,Bachelor,Hyderabad,DevOps,90355.0
90440,4.8,Bachelor,Delhi,Data Science,80586.0
41197,9.7,PhD,Bangalore,DevOps,125154.0
73765,5.5,Bachelor,Pune,Cloud,54522.0
99306,,Master,Pune,Software,66655.0
29515,12.0,PhD,Hyderabad,DevOps,139153.0
52736,5.2,PhD,Bangalore,Data Science,112161.0
91598,1.9,PhD,Bangalore,Cloud,76511.0
20405,3.4,Master,Pune,DevOps,67800.0
95329,11.0,Bachelor,Pune,AI Research,121250.0
85230,4.9,Master,Delhi,Data Science,103936.0
25425,12.7,PhD,Delhi,Cloud,149025.0
15000,7.2,PhD,Pune,AI Research,133359.0
68178,8.5,Bachelor,Jaipur,DevOps,77795.0
30868,3.5,Master,Delhi,DevOps,70615.0
54785,12.1,PhD,Bangalore,Data Science,167269.0
79460,12.3,Bachelor,Bangalore,Data Science,132532.0
92474,7.8,Master,Hyderabad,Cloud,90603.0
19622,11.3,PhD,Bangalore,Data Science,153677.0
92548,9.3,PhD,Hyderabad,DevOps,124986.0
59094,7.3,PhD,Pune,Software,104545.0
