CustomerID,Age,TransactionAmount,TransactionsPerDay,AvgTimeBetweenTx_Min,OnlinePurchaseRatio,ForeignTransaction,PotentialRiskGroup
643706,42,8860.27,35,263,0.7,0,Medium Risk
484408,56,2628.46,11,999,0.34,0,Low Risk
607540,21,2627.17,32,1191,0.77,0,Low Risk
529635,54,4542.24,3,73,0.32,0,Low Risk
510381,58,1970.25,13,561,0.83,0,Low Risk
377870,61,582.39,21,776,0.88,0,Low Risk
200401,61,834.11,3,342,0.67,1,Low Risk
327311,19,951.8,35,354,0.45,0,Low Risk
687166,39,1702.43,36,453,0.18,0,Low Risk
876631,33,1103.5,30,633,0.82,0,Medium Risk
242522,33,2236.72,20,515,0.93,0,Low Risk
632501,45,7362.02,5,1272,0.54,0,Low Risk
852696,38,245.07,22,978,0.79,1,Low Risk
347974,33,1463.84,34,509,0.04,0,Low Risk
638867,67,886.11,21,770,0.94,0,Low Risk
294007,28,3539.21,23,1220,0.87,0,Low Risk
307149,39,1424.19,22,1340,0.85,0,Low Risk
264557,64,1062.27,38,594,0.63,0,Low Risk
151067,59,4100.77,6,1091,0.79,0,Low Risk
909611,26,828.77,35,578,0.15,0,Low Risk
684773,31,7477.18,10,793,0.48,0,Low Risk
329648,48,1385.2,16,822,0.83,0,Low Risk
866333,52,1067.2,25,1141,0.12,0,Low Risk
560662,21,340.44,4,1197,0.55,1,Low Risk
592406,49,1854.24,31,846,0.88,0,Medium Risk
461387,23,50.67,2,1084,0.36,0,Low Risk
436953,22,3085.19,10,345,0.06,1,Low Risk
384457,48,2425.12,9,983,0.24,0,Low Risk
545824,26,3102.92,7,1104,0.69,0,Low Risk
312891,21,11475.76,17,101,0.62,0,Low Risk
608759,69,2182.62,38,1255,0.72,0,Low Risk
295806,52,966.97,28,982,0.83,0,Medium Risk
657957,39,6688.62,2,405,0.02,0,Low Risk
655403,27,2334.97,39,901,0.22,0,Low Risk
209022,67,2034.72,18,173,0.04,0,Low Risk
679326,66,1637.97,21,308,0.27,0,Low Risk
904183,21,4049.94,18,744,0.81,0,Low Risk
642475,46,1280.32,21,554,0.89,1,Medium Risk
272452,34,2199.94,1,1154,0.44,0,Low Risk
763805,27,5377.65,21,1308,0.64,0,Low Risk
558972,39,2074.89,15,956,0.45,1,Low Risk
699603,22,2724.5,1,87,0.68,0,Low Risk
666377,40,2569.84,24,664,0.04,0,Low Risk
154726,57,921.6,36,436,0.77,0,Low Risk
425570,45,926.52,5,773,0.66,0,Low Risk
520996,27,92.33,32,368,0.97,0,Medium Risk
482377,57,2009.87,2,463,0.21,0,Low Risk
357120,21,3030.06,25,378,0.48,1,Low Risk
767828,27,3256.06,12,770,0.6,0,Low Risk
691987,48,1521.14,32,892,0.16,0,Low Risk
784440,34,5314.5,9,488,0.43,0,Low Risk
622084,42,407.5,30,1196,0.2,1,Medium Risk
237925,38,723.48,32,1246,0.86,0,Medium Risk
311523,58,1620.6,21,1421,0.22,1,Low Risk
254408,63,2657.52,7,663,0.66,0,Low Risk
341724,39,2848.25,25,534,0.54,0,Low Risk
674472,19,332.5,15,436,0.82,0,Low Risk
102450,68,376.63,13,278,0.54,0,Low Risk
868993,20,756.36,19,23,0.69,1,Low Risk
867806,64,4243.39,37,1135,0.16,0,Low Risk
274971,25,616.53,5,515,0.99,0,Low Risk
666077,49,4287.47,34,473,0.56,0,Low Risk
965645,56,1958.91,2,937,0.38,0,Low Risk
674892,53,60.49,26,314,0.04,0,Low Risk
720474,31,2818.96,20,587,0.76,0,Low Risk
394364,23,4235.47,37,698,0.37,0,Low Risk
775059,37,3081.89,35,1178,0.39,0,Low Risk
101332,57,442.94,10,38,0.17,0,Low Risk
801166,62,245.21,7,516,0.51,0,Low Risk
395690,54,1784.92,4,766,0.49,0,Low Risk
374415,36,678.93,19,1343,0.08,0,Low Risk
456934,62,2790.25,38,1141,0.79,0,Low Risk
228744,65,985.09,30,183,0.74,0,Low Risk
773118,69,179.17,28,763,0.77,0,Low Risk
218898,62,431.06,6,1284,0.5,0,Low Risk
585748,32,1104.94,14,124,0.38,0,Low Risk
526672,33,503.64,10,50,0.17,0,Low Risk
457914,47,3613.98,6,563,0.94,0,Low Risk
492298,63,561.18,5,1373,0.46,0,Low Risk
386323,38,1275.67,5,356,0.13,0,Low Risk
372872,56,4735.01,35,641,0.78,0,Low Risk
149711,58,396.11,31,985,0.96,0,Medium Risk
522710,61,141.24,22,1244,0.28,0,Low Risk
216132,31,624.15,16,1424,0.76,0,Low Risk
740147,30,674.33,9,1252,0.03,0,Low Risk
391180,60,349.89,4,690,0.41,0,Low Risk
237575,32,94.13,11,1172,0.13,1,Low Risk
977073,38,157.35,14,1337,0.49,1,Low Risk
646462,22,2173.64,26,984,0.34,0,Low Risk
539682,38,1925.68,33,1202,0.72,0,Low Risk
256493,24,2352.47,33,593,0.98,0,Medium Risk
396264,45,2616.14,39,177,0.54,0,Low Risk
268729,23,3803.57,10,853,0.14,0,Low Risk
221986,19,255.31,16,435,0.65,0,Low Risk
750844,41,3142.65,38,571,0.46,0,Low Risk
426065,66,499.7,7,277,0.16,0,Low Risk
187848,63,2855.72,15,376,0.13,0,Low Risk
742520,69,4139.36,27,1405,0.45,1,Medium Risk
899886,43,1682.8,2,1278,0.34,0,Low Risk
756607,59,1427.56,6,679,0.66,0,Low Risk
370522,67,246.13,5,307,0.2,0,Low Risk
622000,25,726.93,28,1321,0.58,0,Low Risk
521339,26,1058.26,18,554,0.45,0,Low Risk
344269,19,811.82,3,877,0.91,0,Low Risk
574410,57,1464.7,28,1153,0.03,0,Low Risk
740198,49,2174.32,37,260,0.8,1,Medium Risk
243688,36,4331.21,12,814,0.32,1,Low Risk
743809,62,8334.17,21,670,0.63,0,Low Risk
494199,55,7852.41,27,131,0.53,0,Medium Risk
831376,51,520.82,5,227,0.19,1,Low Risk
994107,69,5057.15,6,211,0.76,1,Medium Risk
591336,19,3497.87,9,725,0.25,0,Low Risk
920317,29,866.56,26,1301,0.11,0,Low Risk
902381,50,598.54,34,41,0.74,0,Low Risk
913187,28,2156.21,22,273,0.84,0,Low Risk
501725,32,635.99,33,724,0.74,0,Low Risk
148666,52,2368.81,28,1071,0.17,1,Medium Risk
444975,18,3678.51,23,640,0.64,0,Low Risk
347994,42,535.49,15,1215,0.07,0,Low Risk
752767,63,2897.98,36,460,0.23,0,Low Risk
699570,30,4632.25,33,646,0.67,0,Low Risk
210766,44,1037.8,38,142,0.86,0,Medium Risk
303706,52,1114.65,14,596,0.02,0,Low Risk
964798,31,5053.94,23,662,0.86,0,Medium Risk
881168,68,3547.85,19,284,0.02,1,Low Risk
333891,26,776.97,19,943,0.45,0,Low Risk
772167,53,253.03,30,265,0.01,0,Low Risk
861770,42,3530.63,35,1001,0.3,0,Low Risk
458455,21,183.33,28,514,0.67,0,Low Risk
409109,58,9074.88,16,477,0.84,0,Medium Risk
507123,29,1798.41,21,661,0.06,0,Low Risk
225691,20,1390.33,9,1348,0.87,0,Low Risk
893188,49,1746.2,23,332,0.91,0,Low Risk
373245,32,1892.22,26,820,0.44,0,Low Risk
258852,68,1228.46,29,179,0.24,0,Low Risk
551690,45,583.63,12,579,0.65,1,Low Risk
601551,51,1330.72,1,1111,0.41,1,Low Risk
534534,35,948.37,12,262,0.05,0,Low Risk
532941,59,7168.0,29,753,0.62,0,Medium Risk
971151,65,708.91,13,701,0.01,0,Low Risk
238295,25,124.83,33,602,0.46,0,Low Risk
738711,59,744.83,9,1368,0.09,0,Low Risk
988850,41,1566.86,39,183,0.87,0,Medium Risk
625861,28,141.78,11,1357,0.93,0,Low Risk
428284,57,1145.77,12,584,0.91,0,Low Risk
667117,29,2295.45,33,1325,0.72,1,Medium Risk
831613,22,53.13,27,174,0.05,0,Low Risk
818700,40,132.81,20,850,0.26,0,Low Risk
142132,50,1268.48,18,485,0.12,0,Low Risk
533035,37,4661.61,12,1402,0.32,0,Low Risk
160296,19,2258.69,10,450,0.89,0,Low Risk
498652,31,2071.73,9,1401,0.15,0,Low Risk
578796,23,306.94,2,387,0.53,0,Low Risk
468293,34,2424.12,12,419,0.45,0,Low Risk
842458,32,139.45,21,574,0.56,0,Low Risk
768002,40,3443.52,38,277,0.69,0,Low Risk
561500,52,211.58,9,1054,0.45,0,Low Risk
259905,20,1246.12,15,1065,0.43,0,Low Risk
587276,65,74.77,36,1404,0.69,0,Low Risk
894293,45,1176.1,4,421,0.89,0,Low Risk
268647,37,880.33,10,914,0.64,0,Low Risk
189881,48,3187.75,11,817,0.1,0,Low Risk
156529,25,956.98,12,833,0.11,0,Low Risk
695709,67,1379.47,24,443,0.53,0,Low Risk
739696,43,129.55,27,1258,0.4,0,Low Risk
267277,32,1388.28,37,122,0.12,1,Medium Risk
717264,54,1334.93,6,786,0.83,1,Medium Risk
334541,30,1917.27,17,109,0.97,0,Low Risk
438447,22,384.81,13,674,0.17,0,Low Risk
340173,40,1211.21,34,1133,0.19,0,Low Risk
137889,63,2312.61,21,300,0.83,0,Low Risk
790965,18,1787.23,24,483,0.15,0,Low Risk
177674,53,1077.59,17,1123,0.88,0,Low Risk
237468,41,1988.65,37,999,0.4,0,Low Risk
957693,34,2531.86,19,64,0.59,0,Low Risk
313140,62,1276.7,21,395,0.55,0,Low Risk
275965,37,1307.65,12,883,0.46,1,Low Risk
672657,61,2859.9,6,1023,0.3,0,Low Risk
190000,28,504.36,24,407,0.39,0,Low Risk
755319,68,1772.09,14,82,0.44,0,Low Risk
475953,64,1754.42,35,1072,1.0,0,Medium Risk
950220,62,1206.6,33,840,0.06,1,Medium Risk
668291,22,1478.47,31,720,0.76,1,Medium Risk
384872,39,2615.36,10,320,0.3,0,Low Risk
772790,19,861.15,35,696,0.53,0,Low Risk
481496,52,12307.65,8,794,0.83,0,Medium Risk
662619,24,140.33,36,25,0.63,0,Low Risk
660773,30,2850.2,5,188,0.66,0,Low Risk
735379,53,2458.17,23,1289,0.72,0,Low Risk
690165,21,1095.48,38,1099,0.35,0,Low Risk
257258,30,5951.06,34,45,0.96,0,High Risk
824510,33,2339.83,17,375,0.84,0,Low Risk
138355,55,153.06,2,1037,0.67,0,Low Risk
170786,51,709.8,8,1239,0.93,0,Low Risk
548232,44,94.55,39,321,0.55,0,Low Risk
487875,30,1900.12,19,1337,0.76,0,Low Risk
458874,40,4083.81,10,1034,0.82,0,Low Risk
103917,37,2345.29,14,1202,0.71,0,Low Risk
787690,41,734.9,30,703,0.12,1,Medium Risk
696291,25,683.29,31,1314,0.13,0,Low Risk
527472,28,683.66,15,991,0.19,0,Low Risk
194679,35,696.4,38,209,0.06,0,Low Risk
249245,58,882.15,29,668,0.1,0,Low Risk
929999,36,1714.75,34,428,0.57,1,Medium Risk
139481,68,1187.68,6,624,0.94,0,Low Risk
518729,34,2373.23,26,929,0.93,0,Medium Risk
106627,27,349.59,21,235,0.67,1,Low Risk
226260,61,327.61,4,431,0.94,0,Low Risk
756185,37,3094.91,12,1317,0.05,0,Low Risk
536681,65,1022.66,35,1327,0.11,0,Low Risk
978635,52,973.48,7,1037,0.42,0,Low Risk
348020,48,2593.46,9,329,0.87,0,Low Risk
780034,39,536.03,23,1197,0.04,0,Low Risk
827208,25,2159.04,18,1027,0.32,0,Low Risk
610674,38,2342.63,1,356,0.09,0,Low Risk
364745,30,169.7,10,565,0.27,0,Low Risk
173830,63,603.85,38,868,0.95,0,Medium Risk
166825,20,1086.0,17,1206,0.27,0,Low Risk
241819,42,6670.84,26,230,0.76,0,Medium Risk
815501,33,3014.92,28,698,0.86,0,Medium Risk
599242,59,2990.73,30,745,0.12,0,Low Risk
694857,49,857.23,25,33,0.74,0,Low Risk
707875,29,52.71,36,973,0.97,0,Medium Risk
760782,26,1633.56,8,225,0.61,0,Low Risk
259504,62,1065.01,4,616,0.07,0,Low Risk
239456,51,1899.11,13,1103,0.06,0,Low Risk
941945,21,6380.19,9,631,0.79,1,Medium Risk
